1,2,396.000000,178.000000,104.000000,236.000000,-1.000000,-1.000000,-1.000000,-1.000000
2,2,407.317829,177.891737,102.916649,234.901151,-1.000000,-1.000000,-1.000000,-1.000000
3,2,419.442247,177.566507,102.879602,235.467610,-1.000000,-1.000000,-1.000000,-1.000000
4,2,423.892300,177.899250,104.011418,238.367395,-1.000000,-1.000000,-1.000000,-1.000000
5,2,442.793632,197.728249,88.732335,203.874604,-1.000000,-1.000000,-1.000000,-1.000000
6,2,438.309512,181.797303,108.214158,250.486413,-1.000000,-1.000000,-1.000000,-1.000000
1,3,160.000000,252.000000,47.893000,108.680000,-1.000000,-1.000000,-1.000000,-1.000000
2,3,163.229158,252.903393,47.340474,108.025271,-1.000000,-1.000000,-1.000000,-1.000000
3,3,171.400630,252.333847,47.503818,108.378826,-1.000000,-1.000000,-1.000000,-1.000000
4,3,171.405864,251.785692,47.588282,109.137221,-1.000000,-1.000000,-1.000000,-1.000000
5,3,175.429422,250.569775,48.672414,112.163547,-1.000000,-1.000000,-1.000000,-1.000000
6,3,180.883102,246.802457,49.158381,112.720662,-1.000000,-1.000000,-1.000000,-1.000000
7,3,186.078341,247.526117,44.760050,101.568876,-1.000000,-1.000000,-1.000000,-1.000000
1,5,166.000000,201.000000,52.000000,118.000000,-1.000000,-1.000000,-1.000000,-1.000000
2,5,170.255446,201.597464,50.712536,115.847329,-1.000000,-1.000000,-1.000000,-1.000000
3,5,174.191347,201.394150,50.993633,116.448221,-1.000000,-1.000000,-1.000000,-1.000000
4,5,177.808349,201.694170,50.983672,117.124294,-1.000000,-1.000000,-1.000000,-1.000000
5,5,182.414028,202.680631,50.758822,117.309764,-1.000000,-1.000000,-1.000000,-1.000000
6,5,187.641056,202.863541,50.361536,117.087691,-1.000000,-1.000000,-1.000000,-1.000000
1,6,277.000000,188.000000,86.667000,196.670000,-1.000000,-1.000000,-1.000000,-1.000000
2,6,272.653928,204.415604,73.894004,168.710865,-1.000000,-1.000000,-1.000000,-1.000000
3,6,256.920913,190.668705,84.398573,192.792048,-1.000000,-1.000000,-1.000000,-1.000000
4,6,251.321495,188.956928,84.686043,193.223233,-1.000000,-1.000000,-1.000000,-1.000000
5,6,247.832523,187.695905,82.512083,190.265921,-1.000000,-1.000000,-1.000000,-1.000000
6,6,238.174879,185.373906,87.069584,200.096692,-1.000000,-1.000000,-1.000000,-1.000000
7,6,237.099839,188.285383,85.313581,195.867456,-1.000000,-1.000000,-1.000000,-1.000000
8,6,231.357137,188.727083,80.754230,185.395794,-1.000000,-1.000000,-1.000000,-1.000000
9,6,220.541824,184.436891,81.704310,187.407162,-1.000000,-1.000000,-1.000000,-1.000000
10,6,212.391509,176.813455,91.303239,209.150672,-1.000000,-1.000000,-1.000000,-1.000000
6,7,77.975001,179.415357,101.421332,230.957665,-1.000000,-1.000000,-1.000000,-1.000000
7,7,92.892615,177.588026,96.842114,221.470258,-1.000000,-1.000000,-1.000000,-1.000000
8,7,97.951884,180.159071,98.610034,227.924166,-1.000000,-1.000000,-1.000000,-1.000000
9,7,112.177164,176.720702,93.063737,214.532925,-1.000000,-1.000000,-1.000000,-1.000000
10,7,123.573728,173.736071,107.676738,247.279133,-1.000000,-1.000000,-1.000000,-1.000000
11,7,139.765576,173.195685,107.692669,247.237862,-1.000000,-1.000000,-1.000000,-1.000000
7,9,460.000000,178.000000,104.000000,236.000000,-1.000000,-1.000000,-1.000000,-1.000000
8,9,462.181352,177.380241,103.026099,235.148194,-1.000000,-1.000000,-1.000000,-1.000000
9,9,466.007549,176.451123,102.681623,235.019547,-1.000000,-1.000000,-1.000000,-1.000000
10,9,476.455194,175.271462,103.488523,237.174659,-1.000000,-1.000000,-1.000000,-1.000000
11,9,480.392020,174.478947,103.040614,236.328482,-1.000000,-1.000000,-1.000000,-1.000000
12,9,484.962687,173.759333,103.418098,237.268272,-1.000000,-1.000000,-1.000000,-1.000000
13,9,497.181976,177.044087,101.307841,232.499532,-1.000000,-1.000000,-1.000000,-1.000000
14,9,501.711901,176.834109,100.755429,231.221463,-1.000000,-1.000000,-1.000000,-1.000000
15,9,506.079227,178.929367,99.286382,227.849940,-1.000000,-1.000000,-1.000000,-1.000000
16,9,515.300067,177.515142,100.546745,230.689019,-1.000000,-1.000000,-1.000000,-1.000000
17,9,518.810593,176.074069,101.704662,233.336882,-1.000000,-1.000000,-1.000000,-1.000000
18,9,541.552628,190.895958,87.985665,202.243364,-1.000000,-1.000000,-1.000000,-1.000000
19,9,541.566038,169.800597,105.492084,241.869678,-1.000000,-1.000000,-1.000000,-1.000000
11,10,215.000000,176.000000,94.545000,214.550000,-1.000000,-1.000000,-1.000000,-1.000000
12,10,211.489124,175.165618,90.010107,205.433910,-1.000000,-1.000000,-1.000000,-1.000000
13,10,210.760797,175.826710,93.288948,215.043462,-1.000000,-1.000000,-1.000000,-1.000000
14,10,213.701038,175.386957,90.543297,211.061808,-1.000000,-1.000000,-1.000000,-1.000000
15,10,218.770532,158.657113,98.148697,226.671526,-1.000000,-1.000000,-1.000000,-1.000000
16,10,218.198765,165.701039,89.126073,208.451467,-1.000000,-1.000000,-1.000000,-1.000000
17,10,218.214745,150.374451,91.912902,217.094884,-1.000000,-1.000000,-1.000000,-1.000000
19,12,180.113872,190.448408,110.034178,250.661912,-1.000000,-1.000000,-1.000000,-1.000000
20,12,197.266931,184.664544,105.474947,241.299569,-1.000000,-1.000000,-1.000000,-1.000000
21,12,200.731236,181.701039,110.711335,253.596561,-1.000000,-1.000000,-1.000000,-1.000000
22,12,212.186987,195.180938,106.472259,246.899681,-1.000000,-1.000000,-1.000000,-1.000000
23,12,226.107838,195.630318,103.241210,242.271840,-1.000000,-1.000000,-1.000000,-1.000000
24,12,236.095038,193.591090,101.323851,240.518016,-1.000000,-1.000000,-1.000000,-1.000000
18,13,284.000000,203.000000,62.220000,141.190000,-1.000000,-1.000000,-1.000000,-1.000000
19,13,286.204763,203.230501,61.886146,140.999471,-1.000000,-1.000000,-1.000000,-1.000000
20,13,288.267014,203.273177,62.007124,141.545290,-1.000000,-1.000000,-1.000000,-1.000000
21,13,295.807082,207.387763,58.550434,133.847148,-1.000000,-1.000000,-1.000000,-1.000000
22,13,305.240901,208.185699,58.573893,133.897889,-1.000000,-1.000000,-1.000000,-1.000000
23,13,311.834992,205.828354,59.809961,137.680736,-1.000000,-1.000000,-1.000000,-1.000000
24,13,320.063577,211.301563,53.698455,123.346777,-1.000000,-1.000000,-1.000000,-1.000000
25,13,325.128338,208.195087,56.983263,131.613309,-1.000000,-1.000000,-1.000000,-1.000000
26,13,327.458068,204.690687,60.408077,140.369314,-1.000000,-1.000000,-1.000000,-1.000000
27,13,332.960708,204.750776,55.958237,127.256387,-1.000000,-1.000000,-1.000000,-1.000000
21,14,143.000000,188.000000,86.667000,196.670000,-1.000000,-1.000000,-1.000000,-1.000000
22,14,139.603933,181.469418,89.737523,204.671633,-1.000000,-1.000000,-1.000000,-1.000000
23,14,131.731025,192.967504,82.613263,189.073952,-1.000000,-1.000000,-1.000000,-1.000000
24,14,126.910619,185.321943,86.506475,198.061967,-1.000000,-1.000000,-1.000000,-1.000000
25,14,115.891749,181.749365,89.551721,205.111704,-1.000000,-1.000000,-1.000000,-1.000000
26,14,117.126968,192.977045,79.505498,182.427122,-1.000000,-1.000000,-1.000000,-1.000000
27,14,101.806315,183.085056,88.826682,203.482359,-1.000000,-1.000000,-1.000000,-1.000000
28,14,99.696210,189.067778,85.815249,196.744899,-1.000000,-1.000000,-1.000000,-1.000000
29,14,93.864127,192.730926,79.769713,183.026589,-1.000000,-1.000000,-1.000000,-1.000000
30,14,81.684672,180.022070,89.769797,205.634856,-1.000000,-1.000000,-1.000000,-1.000000
31,14,71.008641,181.925565,90.044104,206.365295,-1.000000,-1.000000,-1.000000,-1.000000
32,14,61.017417,183.801269,90.394138,207.250029,-1.000000,-1.000000,-1.000000,-1.000000
24,15,-9.000000,178.000000,47.893000,108.680000,-1.000000,-1.000000,-1.000000,-1.000000
25,15,-6.425743,177.407767,47.414106,107.898080,-1.000000,-1.000000,-1.000000,-1.000000
26,15,2.204176,175.007157,46.733444,106.932728,-1.000000,-1.000000,-1.000000,-1.000000
27,15,8.645818,173.743060,46.545436,107.045335,-1.000000,-1.000000,-1.000000,-1.000000
28,15,15.043573,172.248567,46.414308,107.275642,-1.000000,-1.000000,-1.000000,-1.000000
29,15,20.279590,173.847463,45.229618,102.814831,-1.000000,-1.000000,-1.000000,-1.000000
25,16,226.000000,196.000000,74.286000,168.570000,-1.000000,-1.000000,-1.000000,-1.000000
26,16,223.541339,189.633684,77.544152,176.745443,-1.000000,-1.000000,-1.000000,-1.000000
27,16,233.333956,192.676772,75.009924,172.709909,-1.000000,-1.000000,-1.000000,-1.000000
28,16,233.091625,195.357001,74.072504,170.129731,-1.000000,-1.000000,-1.000000,-1.000000
29,16,243.056823,189.278506,78.879498,182.660035,-1.000000,-1.000000,-1.000000,-1.000000
30,16,254.677407,195.292990,77.065142,177.605036,-1.000000,-1.000000,-1.000000,-1.000000
31,16,253.828112,196.351834,75.755922,172.667682,-1.000000,-1.000000,-1.000000,-1.000000
32,16,258.945824,196.304442,74.266035,169.311943,-1.000000,-1.000000,-1.000000,-1.000000
33,16,261.597503,195.956031,73.104620,167.078201,-1.000000,-1.000000,-1.000000,-1.000000
34,16,267.398995,194.133931,72.082591,166.293298,-1.000000,-1.000000,-1.000000,-1.000000
35,16,272.955963,197.918265,71.062654,162.934209,-1.000000,-1.000000,-1.000000,-1.000000
36,16,278.512930,201.702599,70.042718,159.575121,-1.000000,-1.000000,-1.000000,-1.000000
37,16,283.336018,199.207725,71.698490,163.528947,-1.000000,-1.000000,-1.000000,-1.000000
38,16,285.324621,198.600710,72.654009,165.681104,-1.000000,-1.000000,-1.000000,-1.000000
39,16,285.760166,196.904783,73.211905,166.937680,-1.000000,-1.000000,-1.000000,-1.000000
40,16,292.352153,196.783907,73.583142,167.773833,-1.000000,-1.000000,-1.000000,-1.000000
41,16,293.938139,193.569381,79.542310,181.625233,-1.000000,-1.000000,-1.000000,-1.000000
42,16,294.738365,190.397969,79.286617,180.826710,-1.000000,-1.000000,-1.000000,-1.000000
43,16,300.598159,190.507423,82.480841,188.250982,-1.000000,-1.000000,-1.000000,-1.000000
44,16,304.044061,189.719722,83.593222,190.759159,-1.000000,-1.000000,-1.000000,-1.000000
45,16,306.016994,189.245296,84.153413,192.022268,-1.000000,-1.000000,-1.000000,-1.000000
46,16,314.491002,191.915179,78.826615,179.583939,-1.000000,-1.000000,-1.000000,-1.000000
47,16,317.784827,194.139297,75.586053,172.755824,-1.000000,-1.000000,-1.000000,-1.000000
48,16,325.738417,193.773683,75.746295,173.314804,-1.000000,-1.000000,-1.000000,-1.000000
49,16,328.047552,193.709418,75.198145,172.172742,-1.000000,-1.000000,-1.000000,-1.000000
50,16,330.352732,193.851171,75.114646,172.024881,-1.000000,-1.000000,-1.000000,-1.000000
51,16,338.020995,193.963995,74.670341,171.034551,-1.000000,-1.000000,-1.000000,-1.000000
52,16,340.353920,193.410696,75.114036,172.044784,-1.000000,-1.000000,-1.000000,-1.000000
53,16,347.507965,193.173757,75.508066,172.949776,-1.000000,-1.000000,-1.000000,-1.000000
54,16,349.779523,193.391823,76.391118,174.969636,-1.000000,-1.000000,-1.000000,-1.000000
55,16,351.689994,193.949158,76.368241,174.940608,-1.000000,-1.000000,-1.000000,-1.000000
56,16,360.440852,200.503885,73.588637,168.646789,-1.000000,-1.000000,-1.000000,-1.000000
57,16,361.700708,193.157215,76.530264,175.282380,-1.000000,-1.000000,-1.000000,-1.000000
58,16,364.700980,193.291302,76.082473,174.291614,-1.000000,-1.000000,-1.000000,-1.000000
59,16,372.108745,199.842457,73.239193,167.847159,-1.000000,-1.000000,-1.000000,-1.000000
60,16,380.156535,198.948265,76.144668,174.396160,-1.000000,-1.000000,-1.000000,-1.000000
61,16,375.973347,199.447076,75.231744,172.345225,-1.000000,-1.000000,-1.000000,-1.000000
62,16,378.015317,194.574723,74.601278,170.906837,-1.000000,-1.000000,-1.000000,-1.000000
63,16,385.463684,194.807715,74.792187,171.326595,-1.000000,-1.000000,-1.000000,-1.000000
64,16,387.612471,195.318912,74.360732,170.341981,-1.000000,-1.000000,-1.000000,-1.000000
65,16,395.422300,202.417895,71.338024,163.473874,-1.000000,-1.000000,-1.000000,-1.000000
66,16,402.718490,202.078778,71.902035,164.701290,-1.000000,-1.000000,-1.000000,-1.000000
67,16,405.891893,209.922130,68.510637,156.984909,-1.000000,-1.000000,-1.000000,-1.000000
68,16,409.144599,198.159330,73.834697,170.445785,-1.000000,-1.000000,-1.000000,-1.000000
69,16,421.005137,203.376250,72.450114,166.670701,-1.000000,-1.000000,-1.000000,-1.000000
70,16,418.210054,198.295756,76.284237,176.934902,-1.000000,-1.000000,-1.000000,-1.000000
71,16,425.840823,201.711541,75.532502,172.164462,-1.000000,-1.000000,-1.000000,-1.000000
28,17,291.927539,176.351674,98.473682,224.311357,-1.000000,-1.000000,-1.000000,-1.000000
