1,3697,26.86,215.01,63.01,24.37,1,-1,-1,-1
1,3696,139.29,336.60,166.82,164.86,1,-1,-1,-1
1,3695,22.32,220.66,65.04,25.84,1,-1,-1,-1
1,3694,702.16,187.71,46.22,22.07,1,-1,-1,-1
1,3693,152.51,230.11,58.59,25.18,1,-1,-1,-1
1,3692,606.48,197.97,54.89,23.19,1,-1,-1,-1
1,3691,200.30,217.14,58.33,26.72,1,-1,-1,-1
1,3690,131.72,233.28,62.47,25.92,1,-1,-1,-1
1,3689,109.83,210.46,62.10,23.40,1,-1,-1,-1
2,3696,140.46,340.33,164.10,160.09,1,-1,-1,-1
2,3695,23.82,217.68,66.01,25.76,1,-1,-1,-1
2,3694,699.97,186.74,48.14,22.94,1,-1,-1,-1
2,3693,155.72,229.33,58.57,24.94,1,-1,-1,-1
2,3692,605.23,197.86,55.42,23.25,1,-1,-1,-1
2,3691,200.62,217.21,58.82,26.89,1,-1,-1,-1
2,3690,131.43,232.56,62.16,25.93,1,-1,-1,-1
2,3689,110.66,209.69,64.93,24.31,1,-1,-1,-1
3,3696,140.00,338.65,165.80,163.09,1,-1,-1,-1
3,3695,21.19,217.39,69.09,26.47,1,-1,-1,-1
3,3694,699.29,186.80,48.54,22.94,1,-1,-1,-1
3,3692,603.40,198.35,56.19,23.58,1,-1,-1,-1
3,3691,200.86,216.72,59.30,26.90,1,-1,-1,-1
3,3690,136.02,231.76,60.98,25.62,1,-1,-1,-1
3,3689,111.03,210.41,64.05,24.25,1,-1,-1,-1
4,3696,138.42,335.67,169.50,166.61,1,-1,-1,-1
4,3695,22.89,217.72,67.89,26.10,1,-1,-1,-1
4,3694,697.33,187.00,48.28,22.62,1,-1,-1,-1
4,3692,602.66,199.48,53.68,23.06,1,-1,-1,-1
4,3691,200.92,216.77,59.05,26.73,1,-1,-1,-1
4,3690,134.01,231.75,60.80,25.83,1,-1,-1,-1
4,3689,112.74,211.13,62.70,23.98,1,-1,-1,-1
5,3696,138.61,335.68,169.50,165.88,1,-1,-1,-1
5,3695,23.73,217.70,67.02,25.93,1,-1,-1,-1
5,3694,695.69,187.40,48.74,22.69,1,-1,-1,-1
5,3692,601.44,198.66,51.78,22.95,1,-1,-1,-1
5,3691,200.75,216.75,59.09,26.76,1,-1,-1,-1
5,3690,136.62,231.09,60.57,25.78,1,-1,-1,-1
5,3689,114.97,210.99,62.17,23.87,1,-1,-1,-1
6,3696,138.84,337.18,169.42,164.55,1,-1,-1,-1
6,3695,24.87,217.26,66.44,25.77,1,-1,-1,-1
6,3694,693.39,187.38,49.87,23.04,1,-1,-1,-1
6,3692,600.87,198.59,50.73,23.17,1,-1,-1,-1
6,3691,200.50,216.73,59.36,26.84,1,-1,-1,-1
6,3690,137.37,230.85,60.50,25.73,1,-1,-1,-1
6,3689,116.50,210.79,61.12,23.57,1,-1,-1,-1
7,3695,24.89,217.29,66.06,25.69,1,-1,-1,-1
7,3694,691.16,186.14,50.48,23.16,1,-1,-1,-1
7,3692,599.95,198.56,50.50,23.69,1,-1,-1,-1
7,3691,200.64,216.72,59.45,26.77,1,-1,-1,-1
7,3690,137.36,230.80,60.49,25.76,1,-1,-1,-1
7,3689,118.16,210.57,59.75,23.20,1,-1,-1,-1
8,3695,24.74,217.38,66.09,25.76,1,-1,-1,-1
8,3694,689.63,186.99,50.49,22.97,1,-1,-1,-1
8,3692,599.41,198.67,49.87,24.01,1,-1,-1,-1
8,3691,200.98,216.73,59.43,26.75,1,-1,-1,-1
8,3690,137.73,230.80,60.27,25.70,1,-1,-1,-1
8,3689,119.21,210.54,58.72,22.95,1,-1,-1,-1
9,3695,24.66,217.52,66.24,25.87,1,-1,-1,-1
9,3694,686.94,187.40,50.66,22.87,1,-1,-1,-1
9,3692,598.86,198.81,48.83,24.04,1,-1,-1,-1
9,3691,201.11,216.70,59.39,26.74,1,-1,-1,-1
9,3690,138.07,230.69,60.00,25.66,1,-1,-1,-1
9,3689,119.95,210.28,58.44,22.93,1,-1,-1,-1
10,3696,139.43,338.56,168.75,163.39,1,-1,-1,-1
10,3695,24.74,217.27,66.36,25.95,1,-1,-1,-1
10,3694,681.88,187.20,49.28,22.55,1,-1,-1,-1
10,3692,598.73,199.42,47.42,23.80,1,-1,-1,-1
10,3691,201.37,216.68,59.02,26.58,1,-1,-1,-1
10,3690,138.54,230.77,59.68,25.66,1,-1,-1,-1
10,3689,120.28,210.14,58.74,23.08,1,-1,-1,-1
11,3695,24.32,217.75,66.58,25.83,1,-1,-1,-1
11,3694,679.74,187.04,48.67,22.49,1,-1,-1,-1
11,3692,598.47,200.31,46.91,23.69,1,-1,-1,-1
11,3691,201.11,216.70,58.92,26.60,1,-1,-1,-1
11,3690,139.44,231.08,59.51,25.63,1,-1,-1,-1
11,3689,120.10,210.04,59.62,23.45,1,-1,-1,-1
12,3695,23.95,217.99,66.70,25.78,1,-1,-1,-1
12,3694,678.06,187.62,48.54,22.55,1,-1,-1,-1
12,3692,597.95,200.88,46.95,23.85,1,-1,-1,-1
12,3691,200.63,216.93,58.59,26.52,1,-1,-1,-1
12,3690,139.98,231.34,59.34,25.61,1,-1,-1,-1
12,3689,120.79,209.54,60.32,23.73,1,-1,-1,-1
13,3695,23.79,218.66,67.25,25.79,1,-1,-1,-1
13,3694,676.85,188.19,47.78,22.55,1,-1,-1,-1
13,3692,596.57,201.36,46.87,23.89,1,-1,-1,-1
13,3691,202.39,217.39,58.29,26.47,1,-1,-1,-1
